Id,Sales
1,7752.6630859375
2,7752.6630859375
3,7752.6630859375
4,7752.6630859375
5,7752.6630859375
6,7752.6630859375
7,7752.6630859375
8,7752.6630859375
9,7752.6630859375
10,7752.6630859375
11,7752.6630859375
12,7752.6630859375
13,7752.6630859375
14,7752.6630859375
15,7752.6630859375
16,7752.6630859375
17,7752.6630859375
18,7752.6630859375
19,7752.6630859375
20,7752.6630859375
21,7752.6630859375
22,7752.6630859375
23,7752.6630859375
24,7752.6630859375
25,7752.6630859375
26,7752.6630859375
27,7752.6630859375
28,7752.6630859375
29,7752.6630859375
30,7752.6630859375
31,7752.6630859375
32,7752.6630859375
33,7752.6630859375
34,7752.6630859375
35,7752.6630859375
36,7752.6630859375
37,7752.6630859375
38,7752.6630859375
39,7752.6630859375
40,7752.6630859375
41,7752.6630859375
42,7752.6630859375
43,7752.6630859375
44,7752.6630859375
45,7752.6630859375
46,7752.6630859375
47,7752.6630859375
48,7752.6630859375
49,7752.6630859375
50,7752.6630859375
51,7752.6630859375
52,7752.6630859375
53,7752.6630859375
54,7752.6630859375
55,7752.6630859375
56,7752.6630859375
57,7752.6630859375
58,7752.6630859375
59,7752.6630859375
60,7752.6630859375
61,7752.6630859375
62,7752.6630859375
63,7752.6630859375
64,7752.6630859375
65,7752.6630859375
66,7752.6630859375
67,7752.6630859375
68,7752.6630859375
69,7752.6630859375
70,7752.6630859375
71,7752.6630859375
72,7752.6630859375
73,7752.6630859375
74,7752.6630859375
75,7752.6630859375
76,7752.6630859375
77,7752.6630859375
78,7752.6630859375
79,7752.6630859375
80,7752.6630859375
81,7752.6630859375
82,7752.6630859375
83,7752.6630859375
84,7752.6630859375
85,7752.6630859375
86,7752.6630859375
87,7752.6630859375
88,7752.6630859375
89,7752.6630859375
90,7752.6630859375
91,7752.6630859375
92,7752.6630859375
93,7752.6630859375
94,7752.6630859375
95,7752.6630859375
96,7752.6630859375
97,7752.6630859375
98,7752.6630859375
99,7752.6630859375
100,7752.6630859375
101,7752.6630859375
102,7752.6630859375
103,7752.6630859375
104,7752.6630859375
105,7752.6630859375
106,7752.6630859375
107,7752.6630859375
108,7752.6630859375
109,7752.6630859375
110,7752.6630859375
111,7752.6630859375
112,7752.6630859375
113,7752.6630859375
114,7752.6630859375
115,7752.6630859375
116,7752.6630859375
117,7752.6630859375
118,7752.6630859375
119,7752.6630859375
120,7752.6630859375
121,7752.6630859375
122,7752.6630859375
123,7752.6630859375
124,7752.6630859375
125,7752.6630859375
126,7752.6630859375
127,7752.6630859375
128,7752.6630859375
129,7752.6630859375
130,7752.6630859375
131,7752.6630859375
132,7752.6630859375
133,7752.6630859375
134,7752.6630859375
135,7752.6630859375
136,7752.6630859375
137,7752.6630859375
138,7752.6630859375
139,7752.6630859375
140,7752.6630859375
141,7752.6630859375
142,7752.6630859375
143,7752.6630859375
144,7752.6630859375
145,7752.6630859375
146,7752.6630859375
147,7752.6630859375
148,7752.6630859375
149,7752.6630859375
150,7752.6630859375
151,7752.6630859375
152,7752.6630859375
153,7752.6630859375
154,7752.6630859375
155,7752.6630859375
156,7752.6630859375
157,7752.6630859375
158,7752.6630859375
159,7752.6630859375
160,7752.6630859375
161,7752.6630859375
162,7752.6630859375
163,7752.6630859375
164,7752.6630859375
165,7752.6630859375
166,7752.6630859375
167,7752.6630859375
168,7752.6630859375
169,7752.6630859375
170,7752.6630859375
171,7752.6630859375
172,7752.6630859375
173,7752.6630859375
174,7752.6630859375
175,7752.6630859375
176,7752.6630859375
177,7752.6630859375
178,7752.6630859375
179,7752.6630859375
180,7752.6630859375
181,7752.6630859375
182,7752.6630859375
183,7752.6630859375
184,7752.6630859375
185,7752.6630859375
186,7752.6630859375
187,7752.6630859375
188,7752.6630859375
189,7752.6630859375
190,7752.6630859375
191,7752.6630859375
192,7752.6630859375
193,7752.6630859375
194,7752.6630859375
195,7752.6630859375
196,7752.6630859375
197,7752.6630859375
198,7752.6630859375
199,7752.6630859375
200,7752.6630859375
201,7752.6630859375
202,7752.6630859375
203,7752.6630859375
204,7752.6630859375
205,7752.6630859375
206,7752.6630859375
207,7752.6630859375
208,7752.6630859375
209,7752.6630859375
210,7752.6630859375
211,7752.6630859375
212,7752.6630859375
213,7752.6630859375
214,7752.6630859375
215,7752.6630859375
216,7752.6630859375
217,7752.6630859375
218,7752.6630859375
219,7752.6630859375
220,7752.6630859375
221,7752.6630859375
222,7752.6630859375
223,7752.6630859375
224,7752.6630859375
225,7752.6630859375
226,7752.6630859375
227,7752.6630859375
228,7752.6630859375
229,7752.6630859375
230,7752.6630859375
231,7752.6630859375
232,7752.6630859375
233,7752.6630859375
234,7752.6630859375
235,7752.6630859375
236,7752.6630859375
237,7752.6630859375
238,7752.6630859375
239,7752.6630859375
240,7752.6630859375
241,7752.6630859375
242,7752.6630859375
243,7752.6630859375
244,7752.6630859375
245,7752.6630859375
246,7752.6630859375
247,7752.6630859375
248,7752.6630859375
249,7752.6630859375
250,7752.6630859375
251,7752.6630859375
252,7752.6630859375
253,7752.6630859375
254,7752.6630859375
255,7752.6630859375
256,7752.6630859375
257,7752.6630859375
258,7752.6630859375
259,7752.6630859375
260,7752.6630859375
261,7752.6630859375
262,7752.6630859375
263,7752.6630859375
264,7752.6630859375
265,7752.6630859375
266,7752.6630859375
267,7752.6630859375
268,7752.6630859375
269,7752.6630859375
270,7752.6630859375
271,7752.6630859375
272,7752.6630859375
273,7752.6630859375
274,7752.6630859375
275,7752.6630859375
276,7752.6630859375
277,7752.6630859375
278,7752.6630859375
279,7752.6630859375
280,7752.6630859375
281,7752.6630859375
282,7752.6630859375
283,7752.6630859375
284,7752.6630859375
285,7752.6630859375
286,7752.6630859375
287,7752.6630859375
288,7752.6630859375
289,7752.6630859375
290,7752.6630859375
291,7752.6630859375
292,7752.6630859375
293,7752.6630859375
294,7752.6630859375
295,7752.6630859375
296,7752.6630859375
297,7752.6630859375
298,7752.6630859375
299,7752.6630859375
300,7752.6630859375
301,7752.6630859375
302,7752.6630859375
303,7752.6630859375
304,7752.6630859375
305,7752.6630859375
306,7752.6630859375
307,7752.6630859375
308,7752.6630859375
309,7752.6630859375
310,7752.6630859375
311,7752.6630859375
312,7752.6630859375
313,7752.6630859375
314,7752.6630859375
315,7752.6630859375
316,7752.6630859375
317,7752.6630859375
318,7752.6630859375
319,7752.6630859375
320,7752.6630859375
321,7752.6630859375
322,7752.6630859375
323,7752.6630859375
324,7752.6630859375
325,7752.6630859375
326,7752.6630859375
327,7752.6630859375
328,7752.6630859375
329,7752.6630859375
330,7752.6630859375
331,7752.6630859375
332,7752.6630859375
333,7752.6630859375
334,7752.6630859375
335,7752.6630859375
336,7752.6630859375
337,7752.6630859375
338,7752.6630859375
339,7752.6630859375
340,7752.6630859375
341,7752.6630859375
342,7752.6630859375
343,7752.6630859375
344,7752.6630859375
345,7752.6630859375
346,7752.6630859375
347,7752.6630859375
348,7752.6630859375
349,7752.6630859375
350,7752.6630859375
351,7752.6630859375
352,7752.6630859375
353,7752.6630859375
