Id,Sales
1,5909.3935546875
2,7324.66064453125
3,9724.4052734375
4,6398.6943359375
5,7099.5751953125
6,5667.70751953125
7,7953.369140625
8,8171.49072265625
9,5412.240234375
10,5682.65087890625
11,6869.19775390625
12,7955.70556640625
13,7000.59375
14,8442.451171875
15,5629.54638671875
16,4687.09423828125
17,5812.115234375
18,9756.2021484375
19,10497.9267578125
20,10095.3623046875
21,7439.552734375
22,4660.34619140625
23,5864.8662109375
24,4471.97021484375
25,8190.54345703125
26,11301.7421875
27,9133.83984375
28,5708.0537109375
29,5013.08056640625
30,4649.91796875
31,6048.98291015625
32,10450.1904296875
33,6764.59716796875
34,5240.98291015625
35,5153.345703125
36,7871.1591796875
37,3760.558349609375
38,6344.45654296875
39,4301.931640625
40,7047.96142578125
41,6721.24267578125
42,5570.7880859375
43,7747.74609375
44,6784.08203125
45,4857.18115234375
46,6756.0224609375
47,7532.46875
48,12127.185546875
49,5919.45068359375
50,8578.55859375
51,7241.3212890625
52,8878.2783203125
53,6421.31884765625
54,9041.298828125
55,4753.9814453125
56,4998.5205078125
57,6231.06640625
58,5759.81640625
59,9307.6396484375
60,8149.11669921875
61,5868.7490234375
62,7669.52685546875
63,6505.71630859375
64,10183.453125
65,4064.066650390625
66,12423.30078125
67,4920.513671875
68,5751.4072265625
69,7963.66845703125
70,4914.197265625
71,6479.04931640625
72,6307.9501953125
73,7469.48974609375
74,5678.25732421875
75,5485.681640625
76,7510.86279296875
77,7717.54052734375
78,7121.52587890625
79,5148.24169921875
80,6966.79345703125
81,9859.21875
82,6695.25634765625
83,4891.89306640625
84,6997.62353515625
85,5735.353515625
86,5664.8056640625
87,7178.5029296875
88,3961.522705078125
89,7920.2919921875
90,6253.396484375
91,7151.935546875
92,7183.296875
93,4467.73291015625
94,6241.77197265625
95,5212.068359375
96,7795.6552734375
97,8661.7939453125
98,5169.4365234375
99,4934.42822265625
100,7135.80908203125
101,6015.6279296875
102,6151.5283203125
103,7365.8212890625
104,7184.02978515625
105,7570.529296875
106,5504.94677734375
107,4512.82470703125
108,6630.5576171875
109,8062.93798828125
110,8256.9951171875
111,8387.111328125
112,8121.19482421875
113,5683.9189453125
114,9114.009765625
115,5830.251953125
116,7303.15625
117,9081.447265625
118,6369.67724609375
119,9656.7109375
120,8388.0478515625
121,7966.5625
122,5953.396484375
123,7232.6318359375
124,8070.52294921875
125,6612.07470703125
126,4083.23095703125
127,5444.38330078125
128,7664.44482421875
129,5815.69677734375
130,4604.41357421875
131,8201.837890625
132,6726.65478515625
133,5884.8564453125
134,5809.6044921875
135,5310.68701171875
136,7439.11328125
137,6956.595703125
138,6849.2919921875
139,5656.3408203125
140,5226.08447265625
141,6393.68017578125
142,3645.14990234375
143,5965.93408203125
144,5215.0615234375
145,8479.70703125
146,6971.8447265625
147,6176.39404296875
148,10937.958984375
149,5322.10498046875
150,5205.56103515625
151,10554.74609375
152,6996.6025390625
153,8458.763671875
154,7703.458984375
155,5792.55419921875
156,5940.080078125
157,5298.4951171875
158,7983.90380859375
159,11073.849609375
160,6077.77392578125
161,3235.379638671875
162,4750.6728515625
163,8369.25390625
164,8724.8935546875
